43715,5,19,26,12,1,0,8,295,651,0,29,28,5,9,38,175,0,11,2,1,1,189,23,0,1,10,0,8,12,15,67,0,21,9,1,11,0,31,0,254,154,0,0,31,6,4,4,2
6,99880,22,1282,68,3,0,10,30,29,5,50,18,7,29,8,23,1,9,9,15,6,6,38,3,9,319,0,15,213,25,10,1,16,41,20,16,0,4,2,8,295,95,1,8,30,3,10,4
34,13,19807,40,13,4,0,8,35,49,1,58,19,6,18,18,53,0,5,4,8,1,51,104,0,4,11,0,4,21,9,20,0,12,123,2,7,0,7,0,189,331,0,0,13,3,2,5,3
28,1254,35,741399,227,16,12,75,238,181,39,186,71,24,245,35,85,4,52,59,73,42,26,92,19,34,1977,6,174,423,339,67,1,89,135,320,108,9,36,9,89,766,220,7,59,219,12,21,27
7,58,19,251,60891,3,1,4,49,26,27,108,32,43,145,10,30,0,15,11,24,18,5,64,8,97,110,1,15,91,28,24,3,27,46,17,15,2,4,21,29,256,158,0,10,19,7,9,78
1,1,4,22,3,37439,4,5,17,10,0,11,3,1,6,4,1,11,25,455,7,0,0,9,0,0,2,35,159,1,630,10,0,16,1,2,62,139,7,1,7,14,1,6,37,2,5,2,0
0,1,0,13,1,3,5942,40,10,6,1,1,1,0,2,1,0,2,268,3,1,1,1,1,0,0,1,0,103,0,46,12,0,7,0,0,221,2,2,3,2,5,0,0,54,2,6,0,0
7,8,3,75,10,5,40,39691,20,41,1,19,12,7,7,21,6,2,2552,17,10,3,0,24,0,5,4,1,46,1,88,78,0,37,11,2,98,6,22,3,16,36,4,1,1218,4,22,5,1
324,31,34,270,40,18,4,42,276207,946,4,94,66,6,39,62,146,4,63,44,48,12,86,47,1,4,80,4,135,19,223,228,5,107,35,8,107,6,185,3,184,368,11,3,92,24,11,15,3
719,38,55,165,32,11,8,33,893,133239,2,119,76,7,23,111,131,0,89,27,67,9,137,58,1,5,26,3,61,19,95,437,1,127,30,11,94,4,604,1,565,227,5,0,181,19,17,17,2
0,11,1,52,21,1,1,0,4,1,9979,4,2,5,6,0,4,0,0,0,3,0,1,2,39,4,27,0,2,3,3,1,1,0,2,82,1,0,0,4,0,10,75,0,1,178,0,2,38
16,49,61,177,99,8,3,26,87,105,8,160244,928,321,90,111,38,3,31,24,300,77,18,608,5,29,50,4,54,15,145,37,7,200,39,6,64,6,26,15,125,150,15,0,29,13,16,548,13
13,15,14,60,18,5,1,11,68,74,0,935,68509,23,24,474,7,0,24,10,284,24,2,71,3,20,16,1,28,6,61,44,0,364,17,1,52,1,10,9,113,41,5,0,18,7,10,71,3
6,7,4,17,42,1,0,4,13,4,4,314,34,24720,31,6,2,0,2,2,17,91,6,84,4,192,6,0,5,1,12,3,1,19,14,5,9,0,0,59,8,14,7,1,3,5,0,57,12
5,40,22,222,141,7,4,9,46,24,5,82,23,32,24984,11,7,1,10,17,24,7,9,979,1,27,55,0,35,25,85,12,3,39,130,7,31,3,5,6,26,102,15,1,8,16,4,9,9
39,4,13,37,5,4,1,26,59,114,1,119,518,5,15,33924,15,3,20,4,51,6,13,49,0,1,9,1,22,9,22,59,0,748,11,3,29,1,35,1,328,52,0,2,41,0,49,5,0
160,15,51,81,15,0,3,4,137,130,3,24,4,3,11,13,85166,0,13,7,13,3,377,16,0,1,14,1,10,15,20,32,0,12,27,4,9,0,8,1,73,1090,2,0,18,5,0,3,0
1,0,0,5,1,10,0,3,3,0,0,1,0,0,0,1,1,6941,1,76,3,0,0,1,0,0,0,68,9,1,28,2,0,4,1,3,4,7,2,0,1,2,0,9,3,1,0,1,0
9,5,6,63,4,29,280,2520,55,56,1,21,25,2,6,17,4,3,91606,33,17,2,2,14,1,1,15,5,222,5,199,110,1,62,18,3,523,4,40,1,33,30,1,0,1180,6,105,4,1
