FIPS,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
46,South Dakota,US,2020-07-22 23:59,44.24249077296296,-98.96710538981479,8077,119,-1,-1,"South Dakota, US"
47,Tennessee,US,2020-07-22 23:59,35.88510221221052,-86.10872298863156,82172,878,-1,-1,"Tennessee, US"
48,Texas,US,2020-07-22 23:59,31.69525314126087,-98.44218510647819,366561,4522,-1,-1,"Texas, US"
49,Utah,US,2020-07-22 23:59,40.01440011461538,-111.46087804615385,35677,262,-1,-1,"Utah, US"
50,Vermont,US,2020-07-22 23:59,44.159495798571434,-72.68438070571429,1366,56,-1,-1,"Vermont, US"
51,Virginia,US,2020-07-22 23:59,37.56615032526316,-78.51371173503755,80393,2051,-1,-1,"Virginia, US"
53,Washington,US,2020-07-22 23:59,47.23378642,-120.71922041538464,51442,1534,-1,-1,"Washington, US"
54,West Virginia,US,2020-07-22 23:59,38.81169193981132,-80.6194920879245,5461,102,-1,-1,"West Virginia, US"
55,Wisconsin,US,2020-07-22 23:59,44.39514349486112,-89.79797998097222,48777,874,-1,-1,"Wisconsin, US"
56,Wyoming,US,2020-07-22 23:59,43.0868855052174,-107.15324220434782,2288,25,-1,-1,"Wyoming, US"
66,Guam,US,2020-07-22 23:59,13.4443,144.7937,1299,6,-1,-1,"Guam, US"
69,Northern Mariana Islands,US,2020-07-22 23:59,15.0979,145.6739,38,2,-1,-1,"Northern Mariana Islands, US"
72,Puerto Rico,US,2020-07-22 23:59,18.2208,-66.5901,13038,185,-1,-1,"Puerto Rico, US"
78,Virgin Islands,US,2020-07-22 23:59,18.3358,-64.8963,336,7,-1,-1,"Virgin Islands, US"
