FIPS,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
25,Massachusetts,US,2020-04-27 23:59,42.17639998153847,-71.57704993461539,56462,3003,-1,-1,"Massachusetts, US"
26,Michigan,US,2020-04-27 23:59,43.94207275199999,-85.08165528850004,38457,3406,-1,-1,"Michigan, US"
27,Minnesota,US,2020-04-27 23:59,45.48525928821428,-94.45312185845236,3816,286,-1,-1,"Minnesota, US"
28,Mississippi,US,2020-04-27 23:59,32.79355882555555,-89.62932823901234,6094,229,-1,-1,"Mississippi, US"
29,Missouri,US,2020-04-27 23:59,38.446493332352944,-92.48317277264708,7171,296,-1,-1,"Missouri, US"
30,Montana,US,2020-04-27 23:59,46.84780442032259,-110.98389643548387,449,14,-1,-1,"Montana, US"
31,Nebraska,US,2020-04-27 23:59,41.261762741558414,-98.71462003961037,3487,54,-1,-1,"Nebraska, US"
32,Nevada,US,2020-04-27 23:59,39.34797361562499,-117.55974313749998,4708,219,-1,-1,"Nevada, US"
33,New Hampshire,US,2020-04-27 23:59,43.478972876,-71.57765670500002,1938,60,-1,-1,"New Hampshire, US"
34,New Jersey,US,2020-04-27 23:59,40.28644091095239,-74.6224497147619,111188,6044,-1,-1,"New Jersey, US"
35,New Mexico,US,2020-04-27 23:59,34.5036842278125,-105.91639915312498,2825,104,-1,-1,"New Mexico, US"
36,New York,US,2020-04-27 23:59,42.67159317862068,-75.57969394672416,296991,22267,-1,-1,"New York, US"
37,North Carolina,US,2020-04-27 23:59,35.624209710000024,-79.50109873960002,9035,331,-1,-1,"North Carolina, US"
38,North Dakota,US,2020-04-27 23:59,47.48388656952381,-100.15846421261908,942,19,-1,-1,"North Dakota, US"
39,Ohio,US,2020-04-27 23:59,40.31066981295457,-82.83540800659091,16325,753,-1,-1,"Ohio, US"
40,Oklahoma,US,2020-04-27 23:59,35.506152534520545,-97.16179768972601,3280,197,-1,-1,"Oklahoma, US"
41,Oregon,US,2020-04-27 23:59,44.45964240911764,-121.55694340882351,2354,92,-1,-1,"Oregon, US"
42,Pennsylvania,US,2020-04-27 23:59,40.81807835477611,-77.61531783850747,43728,1946,-1,-1,"Pennsylvania, US"
44,Rhode Island,US,2020-04-27 23:59,41.655142106,-71.464105098,7708,233,-1,-1,"Rhode Island, US"
45,South Carolina,US,2020-04-27 23:59,33.957472131086966,-80.9833996921739,5613,177,-1,-1,"South Carolina, US"
46,South Dakota,US,2020-04-27 23:59,44.24249077296296,-98.96710538981479,2246,11,-1,-1,"South Dakota, US"
47,Tennessee,US,2020-04-27 23:59,35.88510221221052,-86.10872298863156,9739,184,-1,-1,"Tennessee, US"
48,Texas,US,2020-04-27 23:59,31.69525314126087,-98.44218510647819,25963,699,-1,-1,"Texas, US"
49,Utah,US,2020-04-27 23:59,40.01440011461538,-111.46087804615385,4236,41,-1,-1,"Utah, US"
50,Vermont,US,2020-04-27 23:59,44.159495798571434,-72.68438070571429,855,46,-1,-1,"Vermont, US"
51,Virginia,US,2020-04-27 23:59,37.56615032526316,-78.51371173503755,13534,458,-1,-1,"Virginia, US"
53,Washington,US,2020-04-27 23:59,47.23378642,-120.71922041538464,13958,771,-1,-1,"Washington, US"
54,West Virginia,US,2020-04-27 23:59,38.81169193981132,-80.6194920879245,1078,37,-1,-1,"West Virginia, US"
55,Wisconsin,US,2020-04-27 23:59,44.39514349486112,-89.79797998097222,6081,281,-1,-1,"Wisconsin, US"
56,Wyoming,US,2020-04-27 23:59,43.0868855052174,-107.15324220434782,520,7,-1,-1,"Wyoming, US"
66,Guam,US,2020-04-27 23:59,13.4443,144.7937,1113,6,-1,-1,"Guam, US"
69,Northern Mariana Islands,US,2020-04-27 23:59,15.0979,145.6739,14,2,-1,-1,"Northern Mariana Islands, US"
72,Puerto Rico,US,2020-04-27 23:59,18.2208,-66.5901,1388,84,-1,-1,"Puerto Rico, US"
78,Virgin Islands,US,2020-04-27 23:59,18.3358,-64.8963,59,4,-1,-1,"Virgin Islands, US"
